TransactionID,Amount,Time,UserID,Location,Merchant,Class
12686,254.34,29564,1864,NY,Amazon,0
12687,102.06,69692,1262,WA,Walmart,0
12688,18.99,12251,1059,TX,Costco,0
12689,114.81,79056,1521,WA,Amazon,0
12690,55.72,82085,1308,CA,Target,0
12691,89.53,1905,1519,CA,Costco,0
12692,132.45,52208,1381,CA,Target,0
12693,72.35,75051,1340,TX,eBay,0
12694,168.19,62094,1601,CA,Costco,0
12695,128.07,16734,1548,WA,Walmart,0
12696,95.47,26886,1977,WA,Target,0
12697,16.35,63611,1899,WA,Walmart,0
12698,180.76,36077,1083,FL,Amazon,0
12699,274.74,5661,1233,WA,Target,0
12700,14.73,3838,1761,CA,Target,0
12701,66.99,42073,1239,FL,Amazon,0
12702,29.96,10378,1103,FL,Amazon,0
12703,140.46,8058,1722,FL,Amazon,0
12704,127.88,67525,1224,FL,Amazon,0
12705,15.19,75113,1278,TX,eBay,0
12706,209.58,85404,1392,WA,Target,0
12707,19.96,33884,1677,TX,eBay,0
12708,159.58,28527,1812,NY,eBay,0
12709,61.06,42187,1428,TX,Walmart,0
12710,39.79,38735,1401,FL,Target,0
12711,17.23,15981,1045,WA,Target,0
12712,18.35,62457,1513,WA,Target,0
12713,108.44,27080,1175,CA,Target,0
12714,79.95,11797,1784,TX,Amazon,0
12715,13.02,57056,1629,WA,Costco,0
12716,11.96,26457,1783,NY,Walmart,0
12717,7.51,20917,1365,NY,Walmart,0
12718,136.17,8871,1172,TX,Amazon,0
12719,124.44,19053,1303,CA,eBay,0
12720,6.02,66727,1151,NY,Costco,1
12721,82.16,83050,1350,CA,Walmart,0
12722,8.85,83323,1704,TX,eBay,0
12723,234.08,59415,1091,WA,Target,0
12724,237.64,38398,1160,CA,Costco,0
12725,119.81,75058,1105,NY,Costco,0
12726,260.62,5030,1740,CA,Target,0
12727,166.84,1381,1102,WA,Walmart,0
12728,176.34,16753,1131,WA,Costco,0
12729,84.33,5092,1768,NY,Amazon,0
12730,36.54,52946,1288,CA,Amazon,0
12731,24.56,80093,1457,CA,Amazon,0
12732,39.63,58520,1957,FL,Costco,0
12733,99.02,8567,1898,NY,Walmart,0
12734,18.95,80152,1100,CA,eBay,0
12735,29.93,84680,1812,TX,Walmart,0
12736,63.12,27866,1020,FL,eBay,0
12737,26.53,34711,1248,NY,Costco,0
12738,88.83,48743,1191,WA,Target,0
12739,256.62,25386,1584,NY,eBay,0
12740,137.87,23013,1312,TX,eBay,0
12741,109.79,6885,1167,TX,Walmart,0
12742,87.4,32821,1573,WA,Costco,0
12743,66.93,14045,1170,WA,Walmart,0
12744,20.65,18780,1632,WA,Costco,0
12745,225.1,25550,1215,FL,eBay,0
12746,28.57,78377,1508,TX,Target,0
12747,9.58,48284,1173,WA,Costco,0
12748,138.64,60238,1967,TX,eBay,0
12749,19.31,47184,1535,FL,Target,0
12750,46.5,60623,1407,FL,Walmart,0
12751,2.87,21305,1500,TX,Walmart,0
12752,14.74,40021,1137,WA,Costco,0
12753,19.02,43184,1098,NY,Costco,0
12754,5.59,18942,1835,CA,Costco,0
12755,106.9,77418,1056,TX,Walmart,0
12756,181.41,24714,1246,FL,Costco,0
12757,46.73,51672,1683,WA,eBay,0
12758,207.61,43201,1712,CA,Amazon,0
12759,24,63296,1842,TX,Amazon,0
12760,39.36,52979,1106,NY,Costco,0
12761,16.34,83257,1047,NY,eBay,0
12762,96.91,77817,1844,FL,eBay,0
12763,54.45,14008,1922,FL,eBay,0
12764,95.01,60196,1285,FL,Target,0
12765,143.41,2294,1045,TX,eBay,0
12766,78.9,19061,1998,NY,Walmart,0
12767,98.79,55733,1395,NY,Walmart,0
12768,273.72,40004,1119,FL,eBay,0
12769,35.53,80625,1059,FL,Amazon,0
12770,44.5,51293,1146,WA,Target,0
12771,126.48,53682,1615,NY,Walmart,0
12772,94.5,10237,1579,FL,Walmart,0
12773,19.67,11694,1949,FL,Walmart,0
12774,47.18,10468,1496,FL,Target,0
12775,63.08,18461,1673,WA,eBay,0
12776,54.37,75376,1726,NY,Target,0
12777,19.63,74062,1117,NY,eBay,0
12778,258.27,78000,1236,NY,Costco,0
12779,143.68,76599,1217,WA,Walmart,0
12780,65.65,80280,1123,TX,Amazon,0
12781,113.96,13064,1628,WA,Target,0
12782,227.58,13589,1262,CA,Target,0
12783,14.64,53324,1849,WA,Walmart,0
12784,28.82,932,1169,CA,Walmart,0
12785,78.24,17019,1707,FL,Amazon,0
12786,160.45,55835,1820,CA,Amazon,0
12787,3.69,22157,1391,WA,Walmart,0
12788,413.63,52381,1149,TX,eBay,0
12789,60.68,17574,1245,NY,Walmart,0
12790,44.51,48312,1500,WA,Amazon,0
12791,34.63,71044,1793,NY,Walmart,1
12792,19.16,32779,1972,CA,Amazon,1
12793,156.82,30888,1190,FL,Costco,0
12794,311.03,26025,1173,FL,eBay,0
12795,53.38,8060,1884,WA,Amazon,1
12796,304.54,33216,1592,CA,Target,0
12797,173.61,73197,1171,CA,Target,0
12798,65.59,64617,1957,NY,eBay,0
12799,112.09,71421,1675,CA,eBay,0
12800,57.09,426,1808,TX,Target,0
12801,81.81,25491,1622,FL,Costco,0
12802,5.98,19553,1718,TX,Costco,1
12803,119.16,12918,1337,TX,Amazon,0
12804,5.43,12513,1410,NY,eBay,0
12805,169.87,16830,1069,CA,Target,0
12806,174.27,59254,1097,NY,eBay,0
12807,27.06,44695,1936,FL,Target,0
12808,39.11,30171,1516,NY,Target,0
12809,65.64,2250,1184,TX,Amazon,0
12810,90.8,56263,1715,NY,eBay,0
12811,33.88,62114,1412,CA,Costco,0
12812,89.77,79144,1377,NY,eBay,0
12813,35.35,2681,1996,CA,Target,0
12814,5.71,63503,1011,TX,Costco,0
12815,0.25,83321,1408,CA,Target,0
12816,10.66,3407,1750,CA,eBay,0
12817,157.14,39529,1417,CA,Target,0
12818,325.53,48901,1330,CA,Walmart,0
12819,55.68,17427,1982,FL,Costco,0
12820,71.88,21747,1279,WA,Amazon,0
12821,15.88,13555,1114,FL,Walmart,0
12822,80.08,65927,1880,NY,Target,0
12823,15.63,70355,1209,FL,eBay,0
12824,94.47,23263,1446,FL,Target,0
12825,270.69,71520,1830,CA,Amazon,0
12826,21.78,71899,1393,NY,eBay,0
12827,144.63,5127,1644,NY,Costco,0
12828,2.38,61453,1734,TX,Costco,0
12829,47.08,58389,1856,CA,Target,0
12830,11.74,12512,1180,FL,Walmart,0
12831,43.46,63722,1464,TX,eBay,0
12832,19.06,4037,1027,TX,Walmart,0
12833,46.73,6854,1192,FL,Target,0
12834,54.05,25733,1812,NY,eBay,0
12835,35.75,85169,1961,CA,Costco,0
12836,106.89,34311,1255,CA,Costco,0
12837,251.15,17175,1944,FL,Target,0
12838,51.18,55195,1622,CA,eBay,0
12839,21.36,28090,1423,WA,Target,1
12840,31.57,63479,1705,TX,Costco,0
12841,192.42,45636,1635,TX,Amazon,0
12842,84.78,38866,1090,WA,Walmart,0
12843,60.7,53934,1647,CA,Target,0
12844,16.21,73334,1794,NY,Amazon,0
12845,59.73,53111,1740,WA,Costco,0
12846,32.64,86284,1144,WA,Target,0
12847,286.76,1716,1451,TX,Costco,0
12848,215.48,36404,1427,NY,Costco,0
12849,8.76,44324,1241,NY,Target,0
12850,72.7,73406,1485,CA,Amazon,0
12851,25.5,56513,1030,NY,Target,0
12852,52.9,79218,1772,CA,Costco,0
12853,209.43,22055,1059,FL,eBay,0
12854,74.97,45133,1600,WA,Costco,0
12855,40.68,73916,1475,WA,Target,0
12856,23.31,71262,1914,CA,Amazon,0
12857,161.11,7557,1100,CA,Costco,0
12858,97.95,35486,1809,CA,Amazon,0
12859,63.12,51557,1790,WA,Amazon,0
12860,24.52,40655,1632,CA,Walmart,0
12861,40.68,62398,1754,WA,Amazon,0
12862,321.5,63823,1995,WA,Costco,0
12863,73.42,74630,1876,TX,Costco,0
12864,51.2,84801,1588,TX,Target,0
12865,73.69,23094,1272,FL,Target,0
12866,150.95,13353,1881,FL,Amazon,0
12867,41.57,61850,1477,NY,eBay,0
12868,19.69,45953,1057,CA,Costco,0
12869,87.93,80709,1758,WA,Amazon,0
12870,109.42,33411,1982,NY,Target,0
12871,124.73,11264,1944,TX,Costco,0
12872,213.7,33445,1504,WA,Walmart,0
12873,46.39,15931,1386,NY,Target,0
12874,7.83,42059,1460,TX,Walmart,0
12875,317.84,2650,1607,FL,Costco,0
12876,57.1,69005,1044,CA,eBay,0
12877,97.62,43024,1290,CA,Amazon,0
12878,109.75,11592,1257,NY,Amazon,0
12879,79.08,56238,1814,TX,eBay,0
12880,22.97,43831,1770,NY,Amazon,0
12881,140.71,43390,1245,TX,Amazon,0
12882,162.84,71220,1239,TX,Walmart,0
12883,80.51,51839,1412,CA,Amazon,0
12884,67.05,13457,1127,FL,Walmart,0
12885,12.1,72132,1713,FL,Amazon,0
12886,8.77,80687,1275,WA,Amazon,0
12887,41.49,7074,1417,TX,Target,0
12888,37.23,52653,1206,CA,eBay,0
12889,307.17,57344,1551,TX,Target,0
12890,153.07,52808,1364,WA,Amazon,0
12891,107.86,53919,1832,CA,Walmart,0
12892,72.91,32979,1345,TX,Amazon,0
12893,18.32,46412,1830,FL,Costco,0
12894,383.77,69258,1567,FL,Costco,0
12895,47.01,11709,1159,WA,Costco,0
12896,11.31,42925,1833,FL,Costco,0
12897,68.08,16687,1095,TX,Amazon,0
12898,207.15,65066,1424,WA,Costco,0
12899,218.29,36540,1924,NY,eBay,0
12900,1.1,18165,1115,WA,Amazon,0
12901,217.42,46889,1211,FL,Target,0
12902,31.67,62055,1598,CA,Amazon,0
12903,3.98,29194,1306,WA,Walmart,0
12904,188.25,41767,1267,TX,eBay,0
12905,199.41,55891,1043,WA,Amazon,0
12906,90.69,56425,1905,FL,Target,0
12907,85.43,11382,1594,WA,Walmart,0
12908,167.73,86123,1457,TX,Walmart,0
12909,154.32,66889,1722,TX,Target,0
12910,220.82,73907,1857,FL,Target,0
12911,80.46,74608,1471,TX,Target,0
12912,343.11,70234,1008,FL,Target,0
12913,555.89,19184,1924,WA,Costco,0
12914,12.39,6902,1668,WA,eBay,0
12915,189.41,20647,1996,NY,Target,0
12916,69.28,49374,1859,FL,Costco,0
12917,49.03,29140,1188,CA,Amazon,0
12918,94.95,61717,1380,FL,Walmart,0
12919,5.76,51730,1831,WA,Amazon,0
12920,70.62,34546,1642,WA,Amazon,0
12921,204.71,17004,1726,TX,Costco,0
12922,24.01,49073,1114,NY,Costco,0
12923,55.58,58557,1501,CA,Target,0
12924,280.48,53206,1634,NY,Target,0
12925,55.96,12505,1387,FL,Costco,0
12926,44.37,56618,1438,FL,eBay,0
12927,58.08,37031,1909,WA,Target,0
12928,73.28,43787,1869,TX,Amazon,0
12929,99.96,14577,1844,CA,Target,0
12930,161.29,62625,1923,TX,Target,0
12931,60.17,8043,1318,CA,eBay,0
12932,170.09,34130,1934,NY,Costco,0
12933,76.3,59846,1875,WA,eBay,0
12934,41.32,51392,1703,TX,Target,0
12935,107.28,54673,1443,FL,eBay,0
12936,126.49,6744,1659,WA,Target,0
12937,81.66,50390,1027,CA,eBay,0
12938,5.83,39260,1635,WA,Walmart,0
12939,18.62,53760,1991,FL,Walmart,0
12940,33.59,3470,1397,FL,Target,0
12941,33.22,31643,1076,CA,eBay,0
12942,111.91,4201,1586,WA,Target,0
12943,1.85,70887,1357,TX,eBay,0
12944,140.93,80863,1185,WA,Costco,0
12945,30.84,27340,1550,FL,eBay,0
12946,37.11,13488,1233,CA,eBay,0
12947,75.06,5413,1247,NY,Target,0
12948,24.33,40200,1953,NY,eBay,0
12949,215.82,60179,1398,WA,Target,0
12950,8.92,22355,1328,FL,Target,0
12951,58.77,13831,1642,WA,Amazon,0
12952,189.33,76962,1004,CA,Target,0
12953,95.67,64310,1347,TX,eBay,0
12954,34.58,36396,1937,NY,Walmart,0
12955,54.6,62356,1398,WA,Costco,0
12956,122.65,50920,1258,FL,eBay,0
12957,362.16,38120,1756,NY,eBay,0
12958,223.62,47786,1418,NY,eBay,0
12959,41.92,17925,1390,TX,Amazon,0
12960,631.88,46006,1861,WA,Walmart,0
12961,0.35,67627,1919,TX,eBay,0
12962,2.8,10842,1926,FL,Target,0
12963,173.64,75459,1589,FL,Walmart,0
12964,22.25,79363,1847,WA,Walmart,0
12965,6.27,24126,1114,NY,eBay,0
12966,27.07,73819,1003,CA,Target,0
12967,55.53,70390,1642,TX,Walmart,0
12968,131.14,58074,1738,NY,Costco,0
12969,97.91,37817,1127,FL,Target,0
12970,27.13,5557,1008,FL,Walmart,0
12971,69.97,4432,1323,NY,Walmart,0
12972,260.66,12006,1117,NY,Target,1
12973,168.74,29989,1466,FL,Amazon,0
12974,39.04,58043,1855,TX,Target,0
12975,403.22,37788,1699,TX,Costco,0
12976,123.31,64167,1650,NY,Amazon,0
12977,6.45,52166,1462,WA,eBay,0
12978,3.58,26887,1931,FL,Amazon,0
12979,18.44,22632,1124,CA,Costco,0
12980,130.14,66513,1222,FL,Costco,0
12981,20.3,86130,1327,TX,Costco,0
12982,71.64,39802,1897,TX,Walmart,0
12983,9.79,34026,1817,CA,Amazon,0
12984,253.69,83217,1258,TX,Costco,0
12985,42.15,75706,1066,CA,Amazon,0
12986,238.74,72933,1596,TX,Amazon,0
12987,289.82,30083,1882,CA,eBay,0
12988,0.61,1732,1061,WA,eBay,0
12989,62.39,2942,1971,FL,eBay,0
12990,2.5,59853,1525,TX,Walmart,0
12991,239.35,9429,1633,NY,Walmart,0
12992,73.07,37268,1278,CA,eBay,0
12993,7.79,57676,1122,CA,Costco,0
12994,11.68,22517,1588,CA,Target,0
12995,48.37,63727,1271,TX,Walmart,0
12996,281.73,28899,1976,FL,Target,0
12997,118.06,15068,1501,NY,Walmart,0
12998,202.21,65701,1657,CA,Amazon,0
12999,45.64,78408,1268,CA,Costco,0
13000,4.42,29269,1892,CA,Walmart,0
13001,366.2,12219,1567,CA,Amazon,0
13002,1.73,84694,1217,NY,Costco,0
13003,294.98,59043,1684,CA,Walmart,0
13004,45.99,25989,1551,NY,Costco,0
13005,1.01,65263,1870,NY,Walmart,0
13006,116.85,42406,1158,CA,eBay,0
13007,393.94,16830,1359,WA,Walmart,0
13008,337.04,28050,1464,NY,Walmart,0
13009,17.55,32864,1543,WA,Amazon,0
13010,20,43677,1247,NY,eBay,0
13011,83.36,19641,1640,TX,Target,0
13012,101.42,13555,1290,CA,Costco,0
13013,134.48,23235,1035,TX,Target,0
13014,19.97,28959,1978,NY,Target,0
13015,319.44,40957,1859,TX,eBay,0
13016,101.82,61601,1065,CA,eBay,0
13017,187.76,64414,1796,CA,eBay,0
13018,77.67,15309,1426,NY,Amazon,0
13019,53.49,14105,1156,NY,Amazon,0
13020,378.02,49813,1554,WA,Costco,0
13021,87.26,60833,1786,FL,eBay,0
13022,201.65,74208,1120,TX,Target,0
13023,306.38,30328,1191,WA,Costco,0
13024,112.5,63756,1475,TX,Amazon,0
13025,79.62,79614,1353,CA,Walmart,0
13026,0.35,37430,1542,NY,Walmart,0
13027,4.08,40583,1356,TX,Costco,0
13028,22.42,36029,1530,FL,Amazon,0
13029,20.58,405,1479,CA,Costco,0
13030,29.4,54012,1796,CA,Amazon,0
13031,36.37,3560,1072,WA,eBay,0
13032,44.64,11575,1390,FL,Walmart,0
13033,54.57,77395,1953,CA,Target,0
13034,10.41,13153,1075,FL,eBay,0
13035,4.33,42077,1187,NY,Target,0
13036,112.07,27013,1690,FL,Costco,0
13037,77.08,6690,1990,WA,Walmart,0
13038,58.72,61053,1337,WA,Target,0
13039,100.63,66277,1475,TX,Costco,0
13040,175.84,76967,1305,NY,Amazon,0
13041,55.81,7181,1916,NY,eBay,0
13042,102.48,31305,1648,FL,Amazon,0
13043,306.99,7731,1161,WA,eBay,0
13044,183.02,59175,1801,WA,Walmart,0
13045,55.51,72559,1046,WA,Target,0
13046,103.48,910,1023,NY,Amazon,0
13047,19.49,37470,1335,WA,Amazon,0
13048,82.22,47341,1283,TX,Target,0
13049,398.07,56850,1173,CA,Target,0
13050,73.05,29390,1306,WA,Costco,0
13051,262.61,64229,1878,TX,eBay,0
13052,52.31,63891,1994,TX,Costco,0
13053,676.35,4038,1773,CA,Amazon,0
13054,86.56,28215,1229,NY,Target,0
13055,4.32,85365,1702,WA,Walmart,0
13056,88.37,32899,1117,TX,Amazon,0
13057,32.1,43016,1052,TX,Amazon,0
13058,3.3,22246,1191,CA,eBay,0
13059,171.96,49304,1947,TX,Costco,0
13060,32.26,18862,1571,WA,eBay,0
13061,159.23,57826,1936,NY,Amazon,0
13062,34,22500,1522,TX,Target,0
13063,21.61,82224,1771,NY,Walmart,0
13064,364.72,81818,1781,TX,eBay,0
13065,44.89,2519,1140,TX,Amazon,0
13066,91.97,6112,1654,WA,Costco,0
13067,94.16,992,1112,NY,eBay,0
13068,82.21,5647,1263,FL,Amazon,0
13069,246.15,7597,1490,WA,Costco,0
13070,112.22,64167,1343,NY,Costco,0
13071,51.71,57170,1522,NY,Walmart,0
13072,198.33,25633,1879,NY,Target,0
13073,19.97,16854,1098,FL,Walmart,0
13074,78.58,69102,1472,WA,Costco,0
13075,300.68,41472,1022,FL,eBay,0
13076,98.19,68821,1238,TX,Target,0
13077,169.81,77565,1620,CA,Costco,0
13078,106,78382,1262,FL,Target,0
13079,182.87,78615,1324,TX,eBay,0
13080,289.12,74087,1671,FL,Amazon,0
13081,31.87,80636,1731,NY,Amazon,0
13082,18.59,68813,1683,CA,Costco,0
13083,66.16,19015,1386,CA,Costco,0
13084,121.02,1757,1605,TX,Walmart,0
13085,25.77,32085,1121,FL,Costco,0
13086,0.41,60118,1299,FL,Amazon,0
13087,42,21863,1708,FL,Amazon,0
13088,346.92,26098,1562,TX,Walmart,0
13089,118.73,46220,1316,FL,eBay,0
13090,51.3,15295,1818,CA,Target,0
13091,21.39,38555,1928,CA,Amazon,0
13092,44.02,25821,1019,WA,Target,0
13093,18.61,42372,1541,FL,Costco,0
13094,11.24,21833,1888,FL,Costco,0
13095,237.24,53990,1299,CA,eBay,0
13096,605.35,8549,1469,CA,Target,0
13097,17.93,39498,1085,NY,Amazon,0
13098,5.61,20519,1741,NY,Walmart,0
13099,40.01,47376,1668,WA,Amazon,0
13100,61.93,48547,1404,CA,Target,0
13101,22.92,3141,1977,WA,Target,0
13102,35.87,11068,1692,FL,Amazon,0
13103,22.42,53705,1111,FL,Amazon,0
13104,148.84,14256,1138,CA,eBay,0
13105,124.68,63721,1009,TX,Costco,0
13106,100.77,32964,1290,WA,eBay,0
13107,48.97,5830,1921,TX,Amazon,0
13108,239.73,15868,1378,FL,Amazon,0
13109,349.11,6679,1881,WA,Walmart,0
13110,19.07,64061,1939,FL,Costco,0
13111,25.23,11722,1237,NY,Walmart,0
13112,74.58,64578,1643,CA,Costco,0
13113,9.57,86045,1329,NY,Costco,0
13114,57.35,13989,1184,WA,Target,0
13115,87.18,55701,1806,NY,Costco,0
13116,73.83,14919,1719,WA,Amazon,0
13117,40.18,41306,1761,TX,Costco,0
13118,78.19,11036,1424,CA,eBay,0
13119,318.93,20999,1861,TX,Target,0
13120,23.07,58582,1322,FL,Walmart,0
13121,106.37,41543,1481,CA,Costco,0
13122,4.44,67244,1600,NY,Walmart,0
13123,6.87,54560,1357,WA,Amazon,0
13124,80.26,71913,1361,CA,Walmart,0
13125,11.09,22788,1035,FL,Costco,0
13126,2.26,79805,1515,TX,Walmart,0
13127,18.82,60048,1745,FL,Amazon,0
13128,83.21,21221,1329,NY,Costco,0
13129,121.52,31757,1268,WA,Walmart,0
13130,22.62,59115,1069,WA,Walmart,0
13131,110.34,48275,1518,NY,Amazon,0
13132,20.15,83605,1667,WA,eBay,0
13133,95.05,24324,1954,CA,eBay,0
13134,53.1,52753,1377,CA,Target,0
13135,106.07,28734,1292,NY,Amazon,0
13136,530.89,50605,1910,NY,eBay,0
13137,277.77,19590,1285,FL,Walmart,0
13138,0.43,23096,1359,WA,Amazon,0
13139,216.66,52142,1585,TX,Walmart,0
13140,6.88,43261,1523,NY,Walmart,0
13141,305.86,76986,1336,FL,Target,0
13142,33.1,56698,1623,NY,Target,0
13143,48.13,50502,1541,NY,Costco,0
13144,9.61,47984,1896,CA,Amazon,0
13145,11.91,56490,1035,WA,eBay,0
13146,129.73,38202,1487,NY,Target,0
13147,288.84,61445,1378,WA,Amazon,0
13148,94.35,85869,1343,FL,Target,0
13149,125.83,83199,1229,NY,eBay,0
13150,143.54,49972,1788,TX,Target,0
13151,30.49,9535,1617,CA,Costco,0
13152,4.63,38887,1799,TX,Amazon,0
13153,0.19,18679,1761,CA,Amazon,0
13154,43.18,68096,1574,NY,Walmart,0
13155,27.64,76281,1977,NY,Costco,0
13156,6.43,30,1396,WA,Target,0
13157,19.79,58996,1420,CA,Walmart,0
13158,13.3,8132,1555,FL,Target,0
13159,246.37,82805,1660,TX,Costco,0
13160,15.11,56644,1401,FL,Walmart,0
13161,77.14,21227,1487,CA,eBay,0
13162,89.92,18674,1045,FL,Amazon,0
13163,78.41,69430,1686,CA,Costco,0
13164,10.43,4596,1153,WA,Costco,0
13165,38.39,16588,1260,WA,Target,0
13166,5.26,54654,1644,FL,eBay,0
13167,50.36,27226,1286,FL,eBay,0
13168,20.9,12453,1667,CA,Costco,0
13169,82.47,59552,1844,WA,Costco,0
13170,118.03,63692,1752,FL,Amazon,1
13171,75.95,24524,1330,CA,eBay,0
13172,56.96,31843,1638,CA,Costco,0
13173,48.99,63140,1704,FL,Amazon,0
13174,184.32,12744,1471,TX,Target,0
13175,24.77,82146,1268,NY,eBay,0
13176,132.51,38910,1633,CA,Walmart,0
13177,141.67,7482,1657,WA,Walmart,0
13178,54.33,40081,1663,NY,Costco,0
13179,35.28,32024,1156,CA,Costco,0
13180,63.59,14030,1667,TX,Amazon,0
13181,9.78,25472,1613,NY,Costco,1
13182,4.7,75048,1428,WA,Costco,0
13183,11.83,19045,1884,NY,Amazon,0
13184,20.72,27135,1981,FL,Walmart,0
13185,70.15,64273,1851,CA,Amazon,0
13186,189.14,50677,1251,FL,eBay,0
13187,26.87,85670,1266,TX,eBay,0
13188,273.59,80286,1818,NY,Costco,0
13189,309.9,13733,1058,FL,Costco,0
13190,319.19,62113,1851,TX,Walmart,0
13191,181.75,83016,1616,FL,Walmart,0
13192,45.23,63832,1780,WA,Target,0
13193,7.55,3098,1558,FL,eBay,0
13194,84.12,85160,1599,CA,eBay,0
13195,81.8,57119,1170,FL,Target,0
13196,189.7,55880,1663,FL,Target,0
13197,551.92,54480,1687,FL,eBay,0
13198,70.96,40546,1318,FL,Costco,0
13199,42.34,43887,1656,FL,eBay,0
13200,20.57,14250,1836,NY,Target,0
13201,0.48,36382,1821,NY,Walmart,0
13202,71.15,49999,1733,WA,Amazon,1
13203,81.08,47022,1397,NY,Walmart,0
13204,174.26,35472,1014,TX,Walmart,1
13205,70.23,3893,1968,CA,Target,0
13206,248.25,77109,1461,FL,eBay,0
13207,98.91,76799,1137,FL,Target,0
13208,183.47,62086,1761,FL,Target,0
13209,16.05,37301,1149,WA,Costco,0
13210,193.33,51594,1862,WA,Costco,0
13211,112.44,67261,1780,TX,Amazon,0
13212,18.66,40109,1592,FL,Costco,0
13213,21.04,59087,1576,WA,Amazon,0
13214,261.05,82245,1653,FL,Walmart,0
13215,3.27,43190,1299,NY,Walmart,0
13216,62.09,63722,1422,FL,Target,0
13217,37.61,2666,1418,TX,Walmart,0
13218,109.39,53513,1758,TX,Costco,0
13219,183.03,72688,1884,WA,Costco,0
13220,44.69,70314,1192,FL,Costco,0
13221,55.67,16169,1282,TX,eBay,0
13222,401.28,17668,1253,NY,Costco,0
13223,153.21,83298,1503,WA,Target,0
13224,227.5,51810,1684,NY,Target,0
13225,57.76,19945,1312,TX,Walmart,0
13226,26.67,55159,1277,WA,Amazon,0
13227,53.08,10079,1801,FL,eBay,0
13228,125.91,18362,1904,CA,Amazon,0
13229,11.59,12919,1817,FL,eBay,0
13230,31.54,20800,1309,FL,Target,0
13231,4.78,79294,1185,NY,Target,0
13232,56.62,54648,1867,FL,eBay,0
13233,175.7,57026,1223,CA,Walmart,0
13234,2.5,51376,1573,WA,Costco,0
13235,112.49,14156,1421,WA,Costco,0
13236,269.56,43039,1595,CA,Amazon,0
13237,27.04,16239,1026,NY,Target,0
13238,118.3,7089,1380,CA,Costco,0
13239,369.3,13014,1319,WA,Target,0
13240,327.75,50105,1130,CA,Target,0
13241,26.78,60211,1638,NY,Target,0
13242,10.57,5917,1522,FL,Costco,0
13243,16.05,15350,1279,FL,Costco,0
13244,121.08,74822,1284,WA,Costco,0
13245,129.37,5742,1196,NY,eBay,0
13246,112.16,67375,1736,FL,Costco,0
13247,40.96,83871,1775,FL,Target,0
13248,18.61,80197,1274,FL,Target,0
13249,86.93,11743,1067,TX,Amazon,0
13250,66.1,18891,1232,FL,Walmart,0
13251,130.5,28483,1610,TX,eBay,0
13252,58.23,31135,1221,CA,Amazon,0
13253,41.35,64058,1452,WA,eBay,0
13254,34.74,11682,1635,WA,eBay,0
13255,23.76,12798,1303,TX,Target,0
13256,30.89,43919,1935,NY,Target,0
13257,9.96,14198,1613,TX,Target,0
13258,42.6,55502,1962,FL,Target,0
13259,3.73,32104,1399,NY,Amazon,0
13260,20.63,7603,1319,WA,Walmart,0
13261,137.35,19009,1263,CA,Walmart,0
13262,39.37,38661,1364,CA,Amazon,0
13263,110.33,29965,1388,TX,Walmart,0
13264,126.19,23784,1741,TX,Costco,0
13265,87.03,29340,1634,TX,Costco,1
13266,318.68,67689,1226,TX,Costco,0
13267,2.17,70297,1455,WA,Target,0
13268,134.19,23569,1739,FL,Costco,0
13269,318.9,69102,1664,WA,eBay,0
13270,198.25,49411,1820,CA,eBay,0
13271,18.38,27254,1304,CA,Amazon,0
13272,39.57,27160,1504,CA,eBay,0
13273,18.93,12206,1327,FL,Amazon,0
13274,91.96,44211,1660,FL,Walmart,0
13275,124.54,1533,1818,NY,eBay,0
13276,38.14,71132,1941,FL,eBay,0
13277,77.55,42383,1520,CA,Amazon,0
13278,117.42,6358,1319,FL,eBay,0
13279,54.7,54395,1735,FL,Amazon,0
13280,192.43,32035,1491,FL,eBay,0
13281,147.64,34459,1460,TX,Target,0
13282,6.69,41287,1534,FL,Walmart,0
13283,97.05,20137,1443,TX,eBay,0
13284,26.83,82017,1442,CA,Walmart,0
13285,81.54,37522,1903,NY,eBay,0
13286,314.4,38941,1703,WA,eBay,0
13287,211.25,42057,1226,NY,Target,0
13288,51.84,29689,1565,WA,Costco,0
13289,34.46,73588,1603,CA,Costco,0
13290,26.71,71240,1526,TX,Walmart,0
13291,76.04,40679,1819,FL,Walmart,0
13292,12.13,57428,1988,TX,Target,0
13293,79.69,34045,1690,WA,Amazon,0
13294,0.13,43671,1515,FL,Walmart,0
13295,39.13,46903,1417,WA,Costco,0
13296,24.84,49670,1100,WA,Target,0
13297,354.8,11715,1407,FL,Amazon,0
13298,129.92,21810,1404,NY,Target,0
13299,43.02,40583,1129,NY,Costco,0
13300,9.74,65719,1518,WA,Target,0
13301,72.73,20706,1695,CA,eBay,0
13302,24.01,21316,1842,TX,Costco,0
13303,76.88,36595,1843,NY,Amazon,0
13304,180.4,59655,1963,FL,Target,0
13305,95.66,2497,1034,WA,Costco,0
13306,100.45,13562,1743,TX,Costco,0
13307,77.88,8757,1153,TX,Amazon,0
13308,262.09,9018,1401,WA,Costco,0
13309,268.68,29277,1063,TX,Amazon,0
13310,71.89,44077,1758,CA,Costco,0
13311,36.49,82269,1889,WA,Target,0
13312,61.54,49250,1567,TX,Amazon,0
13313,20.65,83689,1228,TX,Amazon,0
13314,101.15,34572,1975,NY,Costco,0
13315,69.33,42020,1822,TX,eBay,0
13316,10.9,57264,1907,TX,Amazon,0
